Table;C;R;U;D;Owner;Program
LCBNL;x;;;;auxiliary;LCTIF;
LPRDS;;x;x;;Product_Management;LCTIF;
ARPPO;x;x;;;auxiliary;LCTIF;
LBRAS;;x;;;Reference_Data_Manager;LCTIF;
CFACS;;x;x;;Business_Lending_Engine;LCTIF;
CFACL;x;;;;auxiliary;LCTIF;
CFAIO;;x;x;;auxiliary;LCTIF;
CSECS;;x;x;;Collateral_Management;LCTIF;
CSECL;x;;;;auxiliary;LCTIF;
CSEIO;;x;x;;auxiliary;LCTIF;
LCTSO;;x;x;;Party_Management;LCTIF;
CFACS;;x;;;Business_Lending_Engine;CUBANKEXC1;
LCTPS;;x;;;Party_Management;CUBANKEXC1;
CRTRO;;x;x;;Business_Lending_Engine;CUBANKEXC1;
LPHYS;;x;;;Party_Management;CUBANKEXC1;
CEXSO;x;x;;x;Business_Lending_Engine;CUBANKEXC1;
LPRDS;;x;;;Product_Management;CUBANKEXC1;
REFFL;;;x;;Reference_Data_Manager;CUBANKEXC1;
LCCYS;;x;;;Reference_Data_Manager;CUBANKEXC1;
LBRAS;;x;;;Reference_Data_Manager;CUBANKEXC1;
LBGRS;;x;;;Reference_Data_Manager;CUBANKEXC1;
CCBRO;;x;x;;Business_Lending_Engine;CUBANKEXC1;
BDLPO;;x;x;;Financial_Markets_Trade_engine;BSWCM;
BDLGO;;x;;;Financial Markets;BSWCM;
LCCYS;;x;;;Reference_Data_Manager;BSWCM;
BDLTO;;x;;;Financial_Markets_Trade_engine;BSWCM;
LPRDS;;x;;;Product_Management;BSWCM;
IPTIO;;x;;;Financial_Markets_Trade_engine;BSWCM;
LCTPS;;x;;;Party_Management;BSWCM;
ITXTO;;x;;;auxiliary;ALADBAL;
ADETS;;x;;;Current_Account_Engine;ALADBAL;
LCBNS;;x;;;Party_Management;ALADBAL;
LCCYS;;x;;;Reference_Data_Manager;ALADBAL;
AMVTO;;x;;;Current_Account_Engine;ALADBAL;
LCBNS;;x;;;Party_Management;ILMKGDBBMB;
ABA1S;;x;;;General_Ledger;ILMKGDBBMB;
LCCYS;;x;;;Reference_Data_Manager;ILMKGDBBMB;
LCIYS;;x;;;Reference_Data_Manager;ILMKGDBBMB;
LCRYS;;x;;;Reference_Data_Manager;ILMKGDBBMB;
REFFL;;;x;;Reference_Data_Manager;ILMKGDBBMB;
ICNFS;;x;;;Reconciliation_Engine;ILPRCNFNP;
IFRCO;;x;;;Financial_Markets_Trade_engine;ILPRCNFNP;
IOPCO;;x;;;Financial_Markets_Trade_engine;ILPRCNFNP;
IRSCO;;x;;;Financial_Markets_Trade_engine;ILPRCNFNP;
LBROS;;x;;;Party_Management;ILPRCNFNP;
LPHYS;;x;;;Party_Management;ILPRCNFNP;
LCCYS;;x;;;Reference_Data_Manager;ILPRCNFNP;
IPTIO;;x;;;Financial_Markets_Trade_engine;ILPRCNFNP;
LCBNS;;x;;;Party_Management;ILPRCNFNP;
ABA1S;;x;;;General_Ledger;ILPRCNFNP;
LELCS;;x;;;Party_Management;ILPRCNFNP;
INOSO;;x;;;Financial_Markets_Trade_engine;ILPRCNFNP;
LPRDS;;x;;;Product_Management;ILPRCNFNP;
ITIRO;;x;;;Financial_Markets_Trade_engine;ILPRCNFNP;
IMAGO;;x;;;Financial_Markets_Trade_engine;ILPRCNFNP;
IICSO;;x;;x;Financial Markets;ILPRCNFNP;
IFRAO;;x;;;Financial_Markets_Trade_engine;ILPRCNFNP;
LBRAS;;x;;;Reference_Data_Manager;ILPRCNFNP;
LCIYS;;x;;;Reference_Data_Manager;ILPRCNFNP;
LPSNS;;x;;;Party_Management;ILPRCNFNP;
IOPTS;;x;;;Financial_Markets_Trade_engine;ILPRCNFNP;
IGIRO;;x;;;Financial_Markets_Trade_engine;ILPRCNFNP;
RSTRT;;;x;;auxiliary;ILPRCNFNP;
AASPS;;x;;;auxiliary;RMGPARO;
GPARO;x;x;x;;Core;RMGPARO;
REFFL;;;x;;Reference_Data_Manager;AINIC;
LBRAS;;x;;;Reference_Data_Manager;AINIC;
LCTIO;;x;;;Party_Management;AINIC;
LCBNS;;x;;;Party_Management;AINIC;
LPHIO;;x;;;Party_Management;AINIC;
LPHYS;;x;;;Party_Management;AINIC;
LCCYS;;x;;;Reference_Data_Manager;AINIC;
ANTUS;;x;;;Current_Account_Engine;AINIC;
ADEIO;;x;;;Account Management;AINIC;
AREIO;;x;;;auxiliary;AINIC;
ARETO;;x;;;Current_Account_Engine;AINIC;
ADETS;;x;;;Current_Account_Engine;AINIC;
AINIO;x;x;x;;auxiliary;AINIC;
AINTS;;x;;;Arrangement_Management;AINIC;
IINTO;;x;;;Current_Account_Engine;AINIC;
AASPS;;;x;;auxiliary;AINIC;
LCCYS;;x;;;Reference_Data_Manager;IUCLNSTM;
IFUPS;;x;;;Reconciliation_Engine;IUCLNSTM;
ISTMO;;x;;x;Reconciliation_Engine;IUCLNSTM;
ISTLO;;x;;x;Reconciliation_Engine;IUCLNSTM;
AASPS;;;x;;auxiliary;GP-CSITLIKE;
REFFL;;;x;;Reference_Data_Manager;GP-CSITLIKE;
ILPAO;x;x;x;;Financial_Markets_Trade_engine;ILPAM;
LCBNS;;x;;;Party_Management;ILPAM;
ILPAL;x;;;;auxiliary;ILPAM;
REFFL;;;x;;Reference_Data_Manager;LCTI5;
LCTIO;;x;;;Party_Management;LCTI5;
LCBNS;;x;;;Party_Management;LCTI5;
REFFL;;;x;;Reference_Data_Manager;AINIF;
LCBNS;;x;;;Party_Management;AINIF;
AINIO;;x;x;;auxiliary;AINIF;
LCTIO;;x;;;Party_Management;AINIF;
AINTS;x;x;x;;Arrangement_Management;AINIF;
LCCYS;;x;;;Reference_Data_Manager;AINIF;
ADETS;;x;;;Current_Account_Engine;AINIF;
AREIO;;x;;;auxiliary;AINIF;
ARETO;;x;x;;Current_Account_Engine;AINIF;
AASPS;;;x;;auxiliary;AINIF;
AINTL;x;;;;auxiliary;AINIF;
ARETL;x;;;;auxiliary;AINIF;
AHVBO;;x;x;;Current_Account_Engine;AINIF;
CPTIO;;x;;;Business_Lending_Engine;CLCMLOALST;
LCCYS;;x;;;Reference_Data_Manager;CLCMLOALST;
LCBNS;;x;;;Party_Management;CLCMLOALST;
LPHYS;;x;;;Party_Management;CLCMLOALST;
CCMHO;;x;;;Business_Lending_Engine;CLCMLOALST;
LPRDS;;x;;;Product_Management;CLCMLOALST;
CMTLO;;x;;;Business_Lending_Engine;CLCMLOALST;
GSAMO;x;x;;;Reference_Data_Manager;DLSWF204;
GSADO;x;;;;Reference_Data_Manager;DLSWF204;
GPARO;;x;;;Core;DLSWF204;
DPTRO;;x;x;;Payments_Execution_Engine;DLSWF204;
AASPS;;;x;;auxiliary;DLSWF204;
IBATO;;x;x;;Current_Account_Engine;DLSWF204;
LRCES;;x;;;General_Ledger;XLTOTRCERB;
AGEXS;;x;;;General_ledger;XLTOTRCERB;
XGDCS;;x;;;General_Ledger;XLTOTRCERB;
LBRAS;;x;;;Reference_Data_Manager;XLTOTRCERB;
LCCYS;;x;;;Reference_Data_Manager;XLTOTRCERB;
ARCDO;;x;;;General_Ledger;XLTOTRCERB;
XGMVO;;x;;;General_Ledger;XLTOTRCERB;
XGPAO;;x;;;General_Ledger;XLTOTRCERB;
DPTRO;;x;x;;Payments_Execution_Engine;DLSWF202;
LBRAS;;x;;;Reference_Data_Manager;DLSWF202;
LELCS;;x;x;;Party_Management;DLSWF202;
LTARO;;x;;;Payments_Execution_Engine;DLSWF202;
DCOVO;;x;;;Payments_Execution_Engine;DLSWF202;
LCCYS;;x;;;Reference_Data_Manager;DLSWF202;
GSAMO;x;x;;;Reference_Data_Manager;DLSWF202;
GSADO;x;;;;Reference_Data_Manager;DLSWF202;
LCIYS;;x;;;Reference_Data_Manager;DLSWF202;
GPARO;;x;;;Core;DLSWF202;
REFFL;;;x;;Reference_Data_Manager;DLSWF202;
AASPS;;;x;;auxiliary;DLSWF202;
IBATO;;x;x;;Current_Account_Engine;DLSWF202;
AJSTO;x;x;x;x;General_Ledger;AJSTC;
LCCYS;;x;;;Reference_Data_Manager;AJSTC;
ADETS;;x;x;;Current_Account_Engine;AJSTC;
LCBNS;;x;;;Party_Management;AJSTC;
LBRAS;;x;;;Reference_Data_Manager;AJSTC;
ANTUS;;x;;;Current_Account_Engine;AJSTC;
ATRTS;;x;;;General_ledger;AJSTC;
AJSTL;x;;;;auxiliary;AJSTC;
DIPTO;;x;x;;Payments_Execution_Engine;MIEXC;
LCCYS;;x;;;Reference_Data_Manager;MIEXC;
LBRAS;;x;;;Reference_Data_Manager;MIEXC;
LELCS;;x;;;Party_Management;MIEXC;
LPSNS;;x;;;Party_Management;MIEXC;
ASPAS;;x;;;Customer_Reporting;MIEXC;
LPHYS;;x;x;;Party_Management;MIEXC;
CCDIS;;x;;;auxiliary;CLCOMDCT;
CCGRS;;x;;;Business_Lending_Engine;CLCOMDCT;
IBBDO;x;x;x;;auxiliary;IUFUTIRS;
LCCYS;;x;;;Reference_Data_Manager;IUFUTIRS;
LBROS;;x;;;Party_Management;IUFUTIRS;
PRSNL;;x;;;Core;IUFUTIRS;
LBRAS;;x;x;;Reference_Data_Manager;IUFUTIRS;
IGIRO;;x;x;;Financial_Markets_Trade_engine;IUFUTIRS;
LPRFS;;x;;;General_Ledger;IUFUTIRS;
LRCES;;x;;;General_Ledger;IUFUTIRS;
ADETS;;x;;;Current_Account_Engine;IUFUTIRS;
LCBNS;;x;;;Party_Management;IUFUTIRS;
LPRDS;;x;;;Product_Management;IUFUTIRS;
IIRSO;x;x;;;Financial Markets;IUFUTIRS;
LCTPS;;x;;;Party_Management;IUFUTIRS;
LPSNS;;x;;;Party_Management;IUFUTIRS;
ABA1S;;x;;;General_Ledger;IUFUTIRS;
ITIRO;;x;;;Financial_Markets_Trade_engine;IUFUTIRS;
ICNFS;;x;;;Reconciliation_Engine;IUFUTIRS;
IRFRO;;x;;;Financial_Markets_Trade_engine;IUFUTIRS;
INOSO;;x;;;Financial_Markets_Trade_engine;IUFUTIRS;
AIBRO;;x;;;auxiliary;IUFUTIRS;
AGEXS;;x;;;General_ledger;XLSUMRUBRC;
LRCES;;x;;;General_Ledger;XLSUMRUBRC;
XGBUO;;x;;;General_Ledger;XLSUMRUBRC;
LBRAS;;x;;;Reference_Data_Manager;XLSUMRUBRC;
LCCYS;;x;;;Reference_Data_Manager;XLSUMRUBRC;
XGDCS;;x;;;General_Ledger;XLSUMRUBRC;
ARCDO;;x;;;General_Ledger;XLSUMRUBRC;
XGMVO;;x;;;General_Ledger;XLSUMRUBRC;
XGPAO;;x;;;General_Ledger;XLSUMRUBRC;
REFFL;;;x;;Reference_Data_Manager;AINI5;
AINIO;;x;;;auxiliary;AINI5;
LCTIO;;x;;;Party_Management;AINI5;
LCBNS;;x;;;Party_Management;AINI5;
LBRAS;;x;;;Reference_Data_Manager;AINI5;
LCCYS;;x;;;Reference_Data_Manager;AINI5;
ANTUS;;x;;;Current_Account_Engine;AINI5;
CRTRO;x;x;x;;Business_Lending_Engine;GI-060-RTR-ISIMO;
ISIMO;;;x;;Business_Lending_Engine;GI-060-RTR-ISIMO;
AASPS;;;x;;auxiliary;GI-060-RTR-ISIMO;
AJSTO;;x;;;General_Ledger;AJST7;
LCCYS;;x;;;Reference_Data_Manager;AJST7;
AJSTO;;x;;;General_Ledger;AJST6;
LCCYS;;x;;;Reference_Data_Manager;AJST6;
IFXCO;;x;;;Financial_Markets_Trade_engine;IPCOM;
IGLDO;;x;;;Financial_Markets_Trade_engine;IPCOM;
IFRAO;;x;;;Financial_Markets_Trade_engine;IPCOM;
IOPTS;;x;;;Financial_Markets_Trade_engine;IPCOM;
IGIRO;;x;;;Financial_Markets_Trade_engine;IPCOM;
IFXPO;;x;x;;Financial_Markets_Trade_engine;IPCOM;
ILDPO;;x;x;;Financial_Markets_Trade_engine;IPCOM;
IFRPO;;x;x;;Financial_Markets_Trade_engine;IPCOM;
IOPPO;;x;x;;Financial_Markets_Trade_engine;IPCOM;
IRSPO;;x;x;;Financial_Markets_Trade_engine;IPCOM;
ICOPO;;x;x;;Reconciliation_Engine;IPCOM;
LCCYS;;x;;;Reference_Data_Manager;IPCOM;
IFXPL;x;x;;;auxiliary;IPCOM;
ICOPL;x;;;;auxiliary;IPCOM;
ILDPL;x;x;;;auxiliary;IPCOM;
IFRPL;x;x;;;Financial_Markets_Trade_engine;IPCOM;
IOPPL;x;x;;;auxiliary;IPCOM;
IRSPL;x;x;;;financial markets;IPCOM;
LCCYS;;x;;;Reference_Data_Manager;AJST5;
LCBNS;;x;;;Party_Management;AJST5;
AJSTO;;x;;;General_Ledger;AJST5;
ADETS;;x;;;Current_Account_Engine;AJST5;
AJSTO;;x;x;;General_Ledger;AJST1;
LCCYS;;x;;;Reference_Data_Manager;AJST1;
LELCS;;x;;;Party_Management;DLDLLCLEAT;
REFFL;;;x;;Reference_Data_Manager;DLDLLCLEAT;
LCCYS;;x;;;Reference_Data_Manager;DLDLLCLEAT;
DPTRO;;x;x;;Payments_Execution_Engine;DLDLLCLEAT;
AASPS;;;x;;auxiliary;DLDLLCLEAT;
DIPTO;x;x;;;Payments_Execution_Engine;DLDLLCLEAT;
DPTRL;;x;;;Payments_Execution_Engine;DLDLLCLEAT;
DDETO;;x;;;Payments_Execution_Engine;DLDLLCLEAT;
DFRTO;;x;;;Payments_Execution_Engine;DLDLLCLEAT;
IBATO;;x;x;;Current_Account_Engine;DLDLLCLEAT;
LCBNS;;x;;;Party_Management;DLDLLCLEAT;
LBRAS;;x;;;Reference_Data_Manager;DLDLLCLEAT;
DCTRO;;x;;;Customer_Billing;DLDLLCLEAT;
LCCYS;;x;;;Reference_Data_Manager;GP110;
BICTO;;x;;;Financial_Markets_Trade_engine;BLBNDDL;
BDLTO;;x;;;Financial_Markets_Trade_engine;BLBNDDL;
BREDO;;x;;;Financial_Markets_Trade_engine;BLBNDDL;
ICNFS;;x;;;Reconciliation_Engine;BLBNDDL;
LCCYS;;x;;;Reference_Data_Manager;BLBNDDL;
LPRDS;;x;;;Product_Management;BLBNDDL;
BDLGO;;x;;;Financial Markets;BLBNDDL;
BISSO;;x;;;Financial Markets;BLBNDDL;
LCTPS;;x;;;Party_Management;CBFM5;
AASPS;;;x;;auxiliary;CBFM5;
REFFL;;;x;;Reference_Data_Manager;CBFM5;
LCCYS;;x;;;Reference_Data_Manager;CBFM5;
CBFMO;;x;;;auxiliary;CBFM5;
CEXRO;;x;;;Financial_Markets_Trade_engine;CBFM5;
LCIYS;;x;;;Reference_Data_Manager;CBFM5;
LCBNS;;x;;;Party_Management;CBFM5;
AEVTO;x;x;;;Current_Account_Engine;AUATRDODEL;
IBATO;;x;;;Current_Account_Engine;AUATRDODEL;
ATRDO;;x;;x;Current_Account_Engine;AUATRDODEL;
LCBNS;;x;;;Party_Management;CFAI5;
LRCES;;x;;;General_Ledger;CFAI5;
CFAIO;;x;;;auxiliary;CFAI5;
ICNFS;;x;;;Reconciliation_Engine;CLCTPRISAS;
LPHYS;;x;;;Party_Management;CLCTPRISAS;
LCTPS;;x;;;Party_Management;CLCTPRISAS;
IFXCO;;x;x;;Financial_Markets_Trade_engine;ILAFFLOADN;
ITLDO;;x;x;;lending;ILAFFLOADN;
IGLDO;;x;x;;Financial_Markets_Trade_engine;ILAFFLOADN;
AASPS;;;x;;auxiliary;ILAFFLOADN;
LPRDS;;x;x;;Product_Management;ILAFFLOADN;
LBROS;;x;x;;Party_Management;ILAFFLOADN;
DFSCI;;x;;;Payments_Execution_Engine;DFSC5;
DFSCO;;x;;;Payments_Execution_Engine;DFSC5;
LCCYS;;x;;;Reference_Data_Manager;DFSC5;
ITIRO;;x;;;Financial_Markets_Trade_engine;ILCHKDUP1;
LCCYS;;x;;;Reference_Data_Manager;ILOPMTHTOD;
LPSNS;;x;;;Party_Management;ILOPMTHTOD;
IOPTS;;x;;;Financial_Markets_Trade_engine;ILOPMTHTOD;
LCCYS;;x;;;Reference_Data_Manager;CSHMA;
CSHMO;x;x;x;x;auxiliary;CSHMA;
CSHAO;;x;x;;financial markets;CSHMA;
CSHDS;;x;;;financial markets;CSHMA;
AASPS;;;x;;auxiliary;CSHMA;
CSHAL;x;;;;auxiliary;CSHMA;
CSHML;x;;;;auxiliary;CSHMA;
DFSCI;x;x;x;;Payments_Execution_Engine;DFSCM;
DFSCO;;x;;;Payments_Execution_Engine;DFSCM;
LCCYS;;x;;;Reference_Data_Manager;DFSCM;
LPSNS;;x;;;Party_Management;DFSCM;
DFSCL;;x;;;auxiliary;DFSCM;
AASPS;;;x;;auxiliary;DFSCM;
DIPTO;;x;x;;Payments_Execution_Engine;DUFLBAT;
AASPS;;;x;;auxiliary;DUFLBAT;
DBATO;;x;x;;Instruction_and_Order_Management;DUFLBAT;
DPBDO;;x;x;;Payments_Execution_Engine;DUFLBAT;
ADETS;;x;x;;Current_Account_Engine;DUFLBAT;
REFFL;;;x;;Reference_Data_Manager;DUFLBAT;
DDETO;;x;x;;Payments_Execution_Engine;DUFLBAT;
RPSCH;;;x;;auxiliary;DUFLBAT;
LCBNS;;x;x;;Party_Management;DUFLBAT;
DCTRO;x;x;x;;Customer_Billing;DUFLBAT;
LCCYS;;x;x;;Reference_Data_Manager;DUFLBAT;
DCONO;;x;x;;Payments_Execution_Engine;DUFLBAT;
DCNDO;;x;x;;Payments_Execution_Engine;DUFLBAT;
LBRAS;;x;x;;Reference_Data_Manager;DUFLBAT;
ICNFS;;x;;;Reconciliation_Engine;DUFLBAT;
ABA1S;;x;x;;General_Ledger;DUFLBAT;
LPSNS;;x;x;;Party_Management;DUFLBAT;
DFSCI;;x;x;;Payments_Execution_Engine;DFSCF;
LCCYS;;x;;;Reference_Data_Manager;DFSCF;
DFSII;;x;;;Payments_Execution_Engine;DFSCF;
DFSIO;;x;;;Payments_Execution_Engine;DFSCF;
DFSCO;x;x;x;;Payments_Execution_Engine;DFSCF;
DFSCL;x;;;;auxiliary;DFSCF;
AASPS;;;x;;auxiliary;DFSCF;
LCRYS;;x;;;Reference_Data_Manager;CNTRYBYLOC;
LCCYS;;x;;;Reference_Data_Manager;CSHM5;
LCTPS;;x;;;Party_Management;CSHM5;
LCBNS;;x;;;Party_Management;CSHM5;
CSHTO;;x;;;financial markets;CSHM5;
CSHAO;;x;;;financial markets;CSHM5;
CSHDS;;x;;;financial markets;CSHM5;
CSHMO;;x;;;auxiliary;CSHM5;
CFAIO;;x;x;;auxiliary;CFAIA;
LCCYS;;x;;;Reference_Data_Manager;CFAIA;
LPRDS;;x;;;Product_Management;CFAIA;
REFFL;;;x;;Reference_Data_Manager;CFAIA;
PRSNL;;x;x;;Core;CFAIA;
CFACS;x;x;x;;Business_Lending_Engine;CFAIA;
AASPS;;;x;;auxiliary;CFAIA;
CFRSO;x;x;x;;Business_Lending_Engine;CFAIA;
CFRSL;x;;;;auxiliary;CFAIA;
CFACL;x;;;;auxiliary;CFAIA;
CFFEO;;x;;;Business_Lending_Engine;CFAIA;
CFDDO;;x;;x;Business_Lending_Engine;CFAIA;
CFDDL;;x;;x;auxiliary;CFAIA;
CFCRO;;x;;x;Lending;CFAIA;
REFFL;;;x;;Reference_Data_Manager;DCDIC;
DCNIO;x;x;x;x;auxiliary;DCDIC;
DCNDO;;x;;;Payments_Execution_Engine;DCDIC;
DCNTO;;x;;;Payments_Execution_Engine;DCDIC;
LCCYS;;x;;;Reference_Data_Manager;DCDIC;
DCTIO;;x;;;auxiliary;DCDIC;
DCONO;;x;;;Payments_Execution_Engine;DCDIC;
LPRDS;;x;;;Product_Management;DCDIC;
LCTPS;;x;;;Party_Management;DCDIC;
ABA1S;;x;;;General_Ledger;DCDIC;
LCBNS;;x;;;Party_Management;DCDIC;
ADETS;;x;;;Current_Account_Engine;DCDIC;
AASPS;;;x;;auxiliary;DCDIC;
LPRDS;;x;;;Product_Management;IBTI5;
LRCES;;x;;;General_Ledger;IBTI5;
LPSNS;;x;;;Party_Management;IBTI5;
LCCYS;;x;;;Reference_Data_Manager;IBTI5;
ABA1S;;x;;;General_Ledger;IBTI5;
REFFL;;;x;;Reference_Data_Manager;IBTI5;
LBROS;;x;;;Party_Management;IBTI5;
LBRAS;;x;;;Reference_Data_Manager;IBTI5;
IILDO;;x;;;auxiliary;IBTI5;
ISAVO;;x;;;auxiliary;IBTI5;
LPSNS;;x;;;Party_Management;CLFUSLST;
CFUSO;;x;;;Business_Lending_Engine;CLFUSLST;
LPHYS;;x;;;Party_Management;CLFUSLST;
IILDO;;x;;;auxiliary;IBTI1;
LCCYS;;x;;;Reference_Data_Manager;IBTI1;
LPHYS;;x;;;Party_Management;IBTI1;
LRCES;;x;;;General_Ledger;IBTI1;
LPRDS;;x;;;Product_Management;IBTI1;
DDDCO;x;x;;;Instruction_and_Order_Management;DULDAEB19;
RPSCH;x;;;;auxiliary;DULDAEB19;
RSTRT;x;;;;auxiliary;DULDAEB19;
RPDEF;x;;;;auxiliary;DULDAEB19;
DIPTO;x;x;x;;Payments_Execution_Engine;DULDAEB19;
LBRAS;;x;;;Reference_Data_Manager;DULDAEB19;
LCIYS;;x;;;Reference_Data_Manager;DULDAEB19;
LELCS;;x;;;Party_Management;DULDAEB19;
DBATO;;x;;;Instruction_and_Order_Management;DULDAEB19;
LCCYS;;x;;;Reference_Data_Manager;DULDAEB19;
LPHYS;;x;;;Party_Management;DULDAEB19;
ASPAS;;x;;;Customer_Reporting;DULDAEB19;
DFRTO;x;;;;Payments_Execution_Engine;DULDAEB19;
DPBDO;x;;;;Payments_Execution_Engine;DULDAEB19;
BATCH;x;;;;auxiliary;DULDAEB19;
PRSNL;;x;;;Core;DULDAEB19;
LRCES;;x;;;General_Ledger;DULDAEB19;
REFFL;;;x;;Reference_Data_Manager;DULDAEB19;
ATRDO;x;x;x;;Current_Account_Engine;AEV1C;
AEVTO;x;x;x;;Current_Account_Engine;AEV1C;
IBATO;x;x;x;;Current_Account_Engine;AEV1C;
LCCYS;;x;;;Reference_Data_Manager;AEV1C;
AHVBO;;x;;;Current_Account_Engine;CLCPACC;
AHLBO;;x;;;Current_Account_Engine;CLCPACC;
ARESS;;x;;;Current_Account_Engine;CLCPACC;
ADETS;;x;;;Current_Account_Engine;CLCPACC;
AMVTO;;x;;;Current_Account_Engine;CLCPACC;
ANTUS;;x;;;Current_Account_Engine;CLCPACC;
APPNO;;x;;;Product_Management;CLCPACC;
ARETO;;x;;;Current_Account_Engine;CLCPACC;
AASPS;;x;;;auxiliary;GP-080-CUSTCHK;
LBRAS;;x;;;Reference_Data_Manager;GP-080-CUSTCHK;
ADETS;;x;;;Current_Account_Engine;GP-080-CUSTCHK;
LCBNS;;x;;;Party_Management;AUDRMACC;
LPHYS;;x;;;Party_Management;AUDRMACC;
LCCYS;;x;;;Reference_Data_Manager;AUDRMACC;
LCTPS;;x;;;Party_Management;AUDRMACC;
PRSNL;;x;;;Core;AUDRMACC;
LRCES;;x;;;General_Ledger;AUDRMACC;
LBRAS;;x;;;Reference_Data_Manager;AUDRMACC;
LBGRS;;x;;;Reference_Data_Manager;AUDRMACC;
ADETS;;x;x;;Current_Account_Engine;AUDRMACC;
AASPS;;;x;;auxiliary;AUDRMACC;
IGIRO;;x;x;;Financial_Markets_Trade_engine;IUUPDIRCS;
ITIRO;;x;x;;Financial_Markets_Trade_engine;IUUPDIRCS;
IIRSO;;x;x;x;Financial Markets;IUUPDIRCS;
IPTIO;;x;;;Financial_Markets_Trade_engine;IP-008OPTSNVM;
CSHTO;;x;;;financial markets;CLSHRPROLO;
LCCYS;;x;;;Reference_Data_Manager;CLSHRPROLO;
LPHYS;;x;;;Party_Management;CLSHRPROLO;
LPSNS;;x;;;Party_Management;CLSHRPROLO;
LCBNS;;x;;;Party_Management;CLSHRPROLO;
IGIRO;;x;;;Financial_Markets_Trade_engine;IIRE5;
LPRDS;;x;;;Product_Management;IIRE5;
IRSAO;;x;;;Financial_Markets_Trade_engine;IIRE5;
IRSCO;;x;;;Financial_Markets_Trade_engine;IIRE5;
IRSPO;;x;;;Financial_Markets_Trade_engine;IIRE5;
LCCYS;;x;;;Reference_Data_Manager;IUSTMLST;
IACCO;;x;;;Reconciliation_Engine;IUSTMLST;
IFUPS;;x;;;Reconciliation_Engine;IUSTMLST;
ISTLO;;x;x;;Reconciliation_Engine;IUSTMLST;
AASPS;;;x;;auxiliary;IUSTMLST;
ISTMO;;x;;;Reconciliation_Engine;IUSTMLST;
LCTPS;;x;;x;Party_Management;WPDELCTP;
LCBNS;;x;;x;Party_Management;WPDELCTP;
ADETS;;x;;x;Current_Account_Engine;WPDELCTP;
GCNVO;;x;;;Core;GP-159-GVC;
ICNFS;;x;;;Reconciliation_Engine;GP-159-GVC;
XGPAO;;x;x;;General_Ledger;XULOADCHQL;
LSUPS;;x;;;General_Ledger;XULOADCHQL;
LPHYS;;x;;;Party_Management;XULOADCHQL;
LCCYS;;x;;;Reference_Data_Manager;XULOADCHQL;
IFXCO;;x;;;Financial_Markets_Trade_engine;II-FILL-IEXC5;
IGLDO;;x;;;Financial_Markets_Trade_engine;II-FILL-IEXC5;
IFRAO;;x;;;Financial_Markets_Trade_engine;II-FILL-IEXC5;
IOPTS;;x;;;Financial_Markets_Trade_engine;II-FILL-IEXC5;
IGIRO;;x;;;Financial_Markets_Trade_engine;II-FILL-IEXC5;
IPTIO;;x;;;Financial_Markets_Trade_engine;II-FILL-IEXC5;
ICNFO;;x;;;Reconciliation_Engine;II-FILL-IEXC5;
IFCSO;;x;;;Reconciliation_Engine;II-FILL-IEXC5;
ILDCO;;x;;;Reconciliation_Engine;II-FILL-IEXC5;
IFRCO;;x;;;Financial_Markets_Trade_engine;II-FILL-IEXC5;
IOPCO;;x;;;Financial_Markets_Trade_engine;II-FILL-IEXC5;
IRSCO;;x;;;Financial_Markets_Trade_engine;II-FILL-IEXC5;
LPRFS;;x;;;General_Ledger;CLCPPFTC;
LPRDS;;x;;;Product_Management;GP-057CHK-CHDGTRD;
LCCYS;;x;;;Reference_Data_Manager;ILSUMMVTFX;
IFXCO;;x;;;Financial_Markets_Trade_engine;ILSUMMVTFX;
IFXCL;;x;;;Financial markets;ILSUMMVTFX;
LPRDS;;x;;;Product_Management;ILSUMMVTFX;
IPTIL;;x;;;auxiliary;ILSUMMVTFX;
IPTIO;;x;;;Financial_Markets_Trade_engine;ILSUMMVTFX;
IFCSL;;x;;;auxiliary;ILSUMMVTFX;
IFXPL;;x;;;auxiliary;ILSUMMVTFX;
AASPS;;;x;;auxiliary;ILSUMMVTFX;
RPDEF;;;x;;auxiliary;ILSUMMVTFX;
DIPTO;x;x;x;;Payments_Execution_Engine;DULDAEB34;
RPDEF;x;;;;auxiliary;DULDAEB34;
RPSCH;x;;;;auxiliary;DULDAEB34;
RSTRT;x;;;;auxiliary;DULDAEB34;
DPBDO;x;;;;Payments_Execution_Engine;DULDAEB34;
GPARO;x;x;;;Core;DULDAEB34;
LBRAS;;x;;;Reference_Data_Manager;DULDAEB34;
LELCS;;x;;;Party_Management;DULDAEB34;
LCIYS;;x;;;Reference_Data_Manager;DULDAEB34;
DBATO;;x;;;Instruction_and_Order_Management;DULDAEB34;
REFFL;;;x;;Reference_Data_Manager;DULDAEB34;
LCCYS;;x;;;Reference_Data_Manager;DULDAEB34;
ASPAS;;x;;;Customer_Reporting;DULDAEB34;
LPHYS;;x;;;Party_Management;DULDAEB34;
BATCH;x;;;;auxiliary;DULDAEB34;
PRSNL;;x;;;Core;DULDAEB34;
LRCES;;x;;;General_Ledger;DULDAEB34;
BDLGO;;x;x;;Financial Markets;BDL2C;
BISSO;;x;;;Financial Markets;BDL2C;
LPHYS;;x;;;Party_Management;BDL2C;
LCCYS;;x;;;Reference_Data_Manager;BDL2C;
